일,비용,노출,클릭,전환수,전환값,ROAS,CPA,CTR,CVR
2025-11-16,316225,6000,150.0,10,6718750,2124.6738872638152,31622.5,2.5,6.666666666666667
2025-11-17,324065,5400,255.0,5,3359375,1036.6361686698656,64813.0,4.722222222222222,1.9607843137254901
2025-11-18,328965,5240,260.0,5,3359375,1021.1952639338531,65793.0,4.961832061068702,1.9230769230769231
2025-11-19,296905,4500,120.0,5,3359375,1131.464609892053,59381.0,2.666666666666667,4.166666666666666
2025-11-20,299020,5145,80.0,10,6718750,2246.9232827235637,29902.0,1.5549076773566568,12.5
2025-11-21,320340,5650,45.0,5,3359375,1048.6904538927388,64068.0,0.7964601769911505,11.11111111111111
2025-11-22,227500,4670,130.0,0,0,0.0,0.0,2.7837259100642395,0.0
2025-11-23,346600,6380,85.0,5,3359375,969.2368724754762,69320.0,1.3322884012539185,5.88235294117647
2025-11-24,340510,7025,85.0,0,0,0.0,0.0,1.2099644128113878,0.0
2025-11-25,318840,6015,80.0,0,0,0.0,0.0,1.3300083125519535,0.0
2025-11-26,281035,4645,110.0,5,3359375,1195.3582294020318,56207.0,2.3681377825618943,4.545454545454546
2025-11-27,267580,4350,170.0,5,3359375,1255.4656551311757,53516.0,3.9080459770114944,2.941176470588235
2025-11-28,345535,4620,275.0,5,3359375,972.2242319880766,69107.0,5.952380952380952,1.8181818181818181
2025-11-29,358895,3870,115.0,10,6718750,1872.0656459410134,35889.5,2.9715762273901807,8.695652173913043
2025-11-30,70020,805,20.0,5,3359375,4797.736361039702,14004.0,2.484472049689441,25.0
2025-12-01,543610,6995,125.0,5,3359375,617.9752028108386,108722.0,1.7869907076483202,4.0
2025-12-02,517005,6300,145.0,20,13437500,2599.1044574037,25850.25,2.301587301587302,13.793103448275861
2025-12-03,491870,5960,120.0,5,3359375,682.9802590115274,98374.0,2.013422818791946,4.166666666666666
2025-12-04,358125,4770,75.0,15,10078125,2814.13612565445,23875.0,1.5723270440251573,20.0
2025-12-05,311190,4030,50.0,5,3359375,1079.525370352518,62238.0,1.240694789081886,10.0
2025-12-06,309395,3735,65.0,5,3359375,1085.7883934775934,61879.0,1.7402945113788488,7.6923076923076925
2025-12-07,452260,4680,95.0,5,3359375,742.7972847477115,90452.0,2.02991452991453,5.263157894736842
2025-12-08,428710,4940,145.0,10,6718750,1567.2016048144433,42871.0,2.935222672064777,6.896551724137931
2025-12-09,375855,4055,65.0,5,3359375,893.7954796397546,75171.0,1.6029593094944512,7.6923076923076925
2025-12-10,364340,5235,65.0,0,0,0.0,0.0,1.241642788920726,0.0
2025-12-11,259765,4005,55.0,9,6046875,2327.8251496544954,28862.777777777777,1.373283395755306,16.363636363636363
2025-12-12,360490,10565,145.0,0,0,0.0,0.0,1.372456223379082,0.0
2025-12-13,361295,4555,80.0,10,6718750,1859.6299422909258,36129.5,1.756311745334797,12.5
2025-12-14,502975,6000,205.0,0,0,0.0,0.0,3.4166666666666665,0.0
2025-12-15,421645,4285,95.0,0,0,0.0,0.0,2.2170361726954493,0.0
2025-12-16,332530,3330,90.0,5,3359375,1010.2471957417375,66506.0,2.7027027027027026,5.555555555555555
2025-12-17,358835,4765,100.0,0,0,0.0,0.0,2.098635886673662,0.0
2025-12-18,365545,5115,110.0,0,0,0.0,0.0,2.1505376344086025,0.0
2025-12-19,297185,4290,80.0,0,0,0.0,0.0,1.8648018648018647,0.0
2025-12-20,341785,4920,65.0,0,0,0.0,0.0,1.321138211382114,0.0
2025-12-21,441790,6280,125.0,0,0,0.0,0.0,1.9904458598726114,0.0
2025-12-22,364395,4425,110.0,10,6718750,1843.8096022173743,36439.5,2.4858757062146895,9.090909090909092
2025-12-23,386740,4835,120.0,10,6718750,1737.27827480995,38674.0,2.481902792140641,8.333333333333332
2025-12-24,317655,4190,125.0,5,3359375,1057.5545796540273,63531.0,2.983293556085919,4.0
2025-12-25,284250,4620,95.0,0,0,0.0,0.0,2.0562770562770565,0.0
2025-12-26,240640,3355,70.0,10,6718750,2792.033743351064,24064.0,2.086438152011923,14.285714285714285
2025-12-27,215700,3450,115.0,10,6718750,3114.8585999072784,21570.0,3.3333333333333335,8.695652173913043
2025-12-28,368261,6441,140.0,5,3359375,912.2266544651754,73652.2,2.1735755317497283,3.571428571428571
2025-12-29,30220,608,5.0,0,0,0.0,0.0,0.8223684210526315,0.0
