프로모션,일자,예측_비용,예측_노출,예측_클릭,예측_전환수,예측_전환값,예측_ROAS,예측_CPA,예측_CPC,type
위클리셀렉티드,2025-09-21,16.745774070004888,2226.725004193444,87.2053473678591,0.6498362787578447,133.01306326814415,794.3082398704865,25.769220059572948,0.1920269177917042,forecast
위클리셀렉티드,2025-09-22,0.0,319.58666795286695,14.950416063361107,0.0,0.0,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-09-23,0.0,16.278991734609576,0.0,0.0,0.0,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-09-24,0.0,22.01479021698799,0.0,0.3085443603797269,40.08949710353457,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-09-25,0.0,27.750745092302623,0.0,0.5465817101799788,77.10196661141424,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-09-26,3.6659067916862997,1402.2981594766504,50.77268651821184,0.7763663651871651,130.18880213470368,3551.339669354153,4.721877397151961,0.07220234033452931,forecast
위클리셀렉티드,2025-09-27,16.752383697064012,2336.0177105377447,100.83651796310937,0.0,0.0,0.0,0.0,0.16613409541960586,forecast
위클리셀렉티드,2025-09-28,15.777386984302666,2266.8759513639066,87.69387536543547,0.47510660413429884,121.26161350684215,768.5785588417683,33.20809866040687,0.17991435454934085,forecast
위클리셀렉티드,2025-09-29,0.0,359.7376151244315,15.438944060965042,0.0,0.0,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-09-30,0.0,56.42993890690559,0.0,0.0,0.0,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-10-01,0.0,62.165737386931255,0.0,0.13381468574602318,28.338047341266083,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-10-02,0.0,67.90169226351429,0.0,0.3718520355413282,65.35051684867436,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-10-03,2.6975197060022476,1442.4491066482892,51.261214515865404,0.6016366905684305,118.43735237382234,4390.601933705527,4.483635636406437,0.05262301588986664,forecast
위클리셀렉티드,2025-10-04,15.783996611348975,2376.168657709579,101.3250459607097,0.0,0.0,0.0,0.0,0.15577586431561508,forecast
위클리셀렉티드,2025-10-05,14.808999898558733,2307.026898533505,88.18240336294477,0.300376929504669,109.51016374502241,739.4838577565279,49.30138916786732,0.16793599781588217,forecast
위클리셀렉티드,2025-10-06,0.0,399.88856229990756,15.927472058759266,0.0,0.0,0.0,0.0,0.0,forecast
위클리셀렉티드,2025-10-07,0.0,96.5808860762985,0.0,0.0,0.0,0.0,0.0,0.0,forecast
