플랫폼,일자,예측_비용,예측_노출,예측_클릭,예측_전환수,예측_전환값,예측_ROAS,예측_CPA,type
threads,2025-12-03,206.0,37.0,1.0,0.0,0.0,0.0,0.0,actual
threads,2025-12-04,903.564790250242,187.56208756467768,3.3883103326617543,,,,,forecast
threads,2025-12-05,846.021036303,168.57008231337483,3.6095045456503065,,,,,forecast
threads,2025-12-06,802.4889812606262,144.8116285341201,3.72256915397144,,,,,forecast
threads,2025-12-07,774.0994706529834,127.03440635894555,3.619445460663286,,,,,forecast
threads,2025-12-08,1113.192027836109,163.52834631567637,5.510566457462756,,,,,forecast
threads,2025-12-09,1018.5454784566585,161.66369036751794,4.843842088970824,,,,,forecast
threads,2025-12-10,1022.3482387638821,226.1654139171336,5.249508891433571,,,,,forecast
threads,2025-12-11,932.8786826796538,191.61364998131413,3.4882545507209146,,,,,forecast
threads,2025-12-12,875.3349287326089,172.62164473005424,3.7094487637115896,,,,,forecast
threads,2025-12-13,831.8028736908632,148.86319095099762,3.8225133720389364,,,,,forecast
threads,2025-12-14,803.4133630828765,131.08596877565637,3.719389678725361,,,,,forecast
threads,2025-12-15,1142.505920266029,167.57990873237844,5.610510675524379,,,,,forecast
threads,2025-12-16,1047.8593708864526,165.71525278427754,4.943786307032996,,,,,forecast
threads,2025-12-17,1051.662131193928,230.21697633391761,5.349453109496616,,,,,forecast
threads,2025-12-18,962.1925751095537,195.66521239804817,3.588198768783541,,,,,forecast
threads,2025-12-19,904.648821162218,176.67320714673363,3.8093929817728744,,,,,forecast
threads,2025-12-20,861.1167661203298,152.91475336762466,3.9224575900981025,,,,,forecast
threads,2025-12-21,832.7272555120037,135.13753119235957,3.8193338967843937,,,,,forecast
threads,2025-12-22,1171.8198126959498,171.63147114908054,5.710454893586001,,,,,forecast
threads,2025-12-23,1077.1732633160232,169.76681520104077,5.043730525095009,,,,,forecast
threads,2025-12-24,1080.9760236231841,234.26853875059734,5.449397327555639,,,,,forecast
threads,2025-12-25,991.5064675394536,199.71677481478218,3.6881429868461675,,,,,forecast
threads,2025-12-26,933.96271359228,180.7247695635514,3.9093371998342654,,,,,forecast
threads,2025-12-27,890.4306585501812,156.9663157843769,4.022401808161434,,,,,forecast
threads,2025-12-28,862.0411479421061,139.18909360917246,3.919278114849741,,,,,forecast
threads,2025-12-29,1201.1337051258622,175.68303356584124,5.810399111649353,,,,,forecast
threads,2025-12-30,1106.4871557458173,173.8183776178004,5.143674743157181,,,,,forecast
threads,2025-12-31,1110.2899160532306,238.32010116738132,5.549341545618683,,,,,forecast
threads,2026-01-01,1020.8203599694242,203.76833723163105,3.7880872049111627,,,,,forecast
threads,2026-01-02,963.276606021889,184.7763319802308,4.009281417895549,,,,,forecast
